.model,IDRSSD,BankName,BankType,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.14939710669026507,0.14939710669026507,0.14939710669026507,124.49758890855422,124.49758890855422,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.16433911010192412,0.16433911010192412,0.16433911010192412,102.71194381370255,102.71194381370255,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.1695015482488993,0.1695015482488993,0.1695015482488993,67.80061929955968,67.80061929955968,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.04562010144028583,0.04562010144028583,0.04562010144028583,-24.0105797054136,24.0105797054136,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.1831973284074157,0.1831973284074157,0.1831973284074157,261.7104691534508,261.7104691534508,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.21035385123288694,0.21035385123288694,0.21035385123288694,105.1769256164435,105.1769256164435,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.23613698302373576,0.23613698302373576,0.23613698302373576,131.18721279096434,131.18721279096434,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.2512539998694451,0.2512539998694451,0.2512539998694451,418.7566664490747,418.7566664490747,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.07426428590874051,0.07426428590874051,0.07426428590874051,92.83035738592555,92.83035738592555,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.22969026353219824,0.22969026353219824,0.22969026353219824,104.4046652419083,104.4046652419083,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.439457967840266,0.439457967840266,0.439457967840266,102.19952740471302,102.19952740471302,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.12970600922699216,0.12970600922699216,0.12970600922699216,-Inf,Inf,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.010695794734608022,0.010695794734608022,0.010695794734608022,-35.65264911536005,35.65264911536005,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.00961039187007462,0.00961039187007462,0.00961039187007462,19.220783740149226,19.220783740149226,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.09114318408275404,0.09114318408275404,0.09114318408275404,75.95265340229511,75.95265340229511,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.05420190663018749,0.05420190663018749,0.05420190663018749,-180.67302210062485,180.67302210062485,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.23075965263885875,0.23075965263885875,0.23075965263885875,128.19980702158824,128.19980702158824,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.23699611274190546,0.23699611274190546,0.23699611274190546,118.49805637095277,118.49805637095277,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.5704452143436167,0.5704452143436167,0.5704452143436167,93.51560890878962,93.51560890878962,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.14030833966650091,0.14030833966650091,0.14030833966650091,200.4404852378583,200.4404852378583,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.13458768871325807,0.13458768871325807,0.13458768871325807,51.76449565894541,51.76449565894541,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.13163384765270275,0.13163384765270275,0.13163384765270275,35.576715581811555,35.576715581811555,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.02618848411043037,0.02618848411043037,0.02618848411043037,-21.82373675869198,21.82373675869198,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,0.015204748919488711,0.015204748919488711,0.015204748919488711,12.670624099573926,12.670624099573926,NA,NA,NA
TSLM(as.formula(market_formula)),12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,Test,-0.030249091053771666,0.030249091053771666,0.030249091053771666,-75.62272763442932,75.62272763442932,NA,NA,NA
