.model,IDRSSD,BankName,BankType,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.3783822071304702,0.3783822071304702,0.3783822071304702,-420.424674589412,420.424674589412,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.279645289197164,0.279645289197164,0.279645289197164,40.52830278219769,40.52830278219769,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.6108004721397033,0.6108004721397033,0.6108004721397033,509.0003934497523,509.0003934497523,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.23318422714600273,0.23318422714600273,0.23318422714600273,24.54570812063186,24.54570812063186,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.06471501336898441,0.06471501336898441,0.06471501336898441,29.415915167720165,29.415915167720165,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.01720947538295109,0.01720947538295109,0.01720947538295109,4.197433020231971,4.197433020231971,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.3792804485103042,0.3792804485103042,0.3792804485103042,252.85363234020295,252.85363234020295,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.26755942069423655,0.26755942069423655,0.26755942069423655,28.76983018217597,28.76983018217597,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.0036028545476505802,0.0036028545476505802,0.0036028545476505802,1.1622111444034129,1.1622111444034129,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.16526073767701405,0.16526073767701405,0.16526073767701405,-50.07901141727697,50.07901141727697,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.24151607550710963,0.24151607550710963,0.24151607550710963,-345.0229650101574,345.0229650101574,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.0934876132550928,0.0934876132550928,0.0934876132550928,14.16478988713527,14.16478988713527,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.014296736600695359,0.014296736600695359,0.014296736600695359,-5.29508762988717,5.29508762988717,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.047088805300120884,0.047088805300120884,0.047088805300120884,-16.8174304643289,16.8174304643289,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.15400073943098763,0.15400073943098763,0.15400073943098763,-140.00067220998892,140.00067220998892,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.11204132590998961,0.11204132590998961,0.11204132590998961,19.317469984480965,19.317469984480965,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.011319773703804992,0.011319773703804992,0.011319773703804992,-3.4302344556984816,3.4302344556984816,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.01395132527395243,0.01395132527395243,0.01395132527395243,3.67140138788222,3.67140138788222,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.29333941899727795,0.29333941899727795,0.29333941899727795,-1466.697094986389,1466.697094986389,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.08611346354673838,0.08611346354673838,0.08611346354673838,26.910457358355757,26.910457358355757,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.07584020880503384,0.07584020880503384,0.07584020880503384,-29.169311078859195,29.169311078859195,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.04659299204685402,0.04659299204685402,0.04659299204685402,-10.589316374284994,10.589316374284994,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,0.17746079542531853,0.17746079542531853,0.17746079542531853,118.30719695021243,118.30719695021243,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.14933074437683042,0.14933074437683042,0.14933074437683042,29.866148875366083,29.866148875366083,NA,NA,NA
TSLM(as.formula(market_formula)),2615190,MERRICK BANK CORPORATION (2615190),LargeCreditCardBank,Test,-0.10092447493967005,0.10092447493967005,0.10092447493967005,-24.029636890397637,24.029636890397637,NA,NA,NA
