BankType,.model,.model_spec,sigma2,log_lik,AIC,AICc,BIC,ar_roots,ma_roots
LargeCreditCardBank,unrate1,"<LM w/ ARIMA(2,0,0)(2,0,0)[4] errors>",0.049357989700283426,5.595832835923829,2.808334328152341,5.2431169368479935,16.73122265410226,,
LargeCreditCardBank,unrate2,"<LM w/ ARIMA(2,0,1)(1,0,0)[4] errors>",0.057130951674156834,2.4521069331736243,9.095786133652751,11.530568742348404,23.01867445960267,,
LargeCreditCardBank,unrate3,"<LM w/ ARIMA(2,0,0)(2,0,0)[4] errors>",0.02870518478169319,17.884528492534486,-19.76905698506897,-16.569056985068972,-3.857184612554775,,
LargeCreditCardBank,unrate4,"<LM w/ ARIMA(2,0,0)(2,0,0)[4] errors>",0.025086748335751686,20.616089799197383,-23.232179598394765,-19.141270507485675,-5.331323179316293,,
LargeCreditCardBank,unrate5,"<LM w/ ARIMA(1,0,2)(2,0,1)[4] errors>",0.02719242118527231,17.384757407012046,-12.769514814024092,-6.483800528309806,9.109309698182926,,
