.id,UBPRE524.diff.observed,new_data,forecast
1,-0.08999999999999986,,
2,0.69,,
3,0.1200000000000001,,
4,-0.9500000000000002,,
5,0.2200000000000002,,
6,0.41000000000000014,,
7,0.1499999999999999,,
8,-0.9300000000000002,,
9,0.31000000000000005,,
10,0.33000000000000007,,
11,-0.06999999999999984,,
12,-0.6600000000000001,,
13,0.27,,
14,0.2799999999999998,,
15,-0.10999999999999988,,
16,-0.5800000000000001,,
17,0.33000000000000007,,
18,0.3799999999999999,,
19,-0.02000000000000001,,
20,-0.31999999999999984,,
21,0.2599999999999998,,
22,0.4400000000000004,,
23,0.1499999999999999,,
24,-0.5,,
25,0.41999999999999993,,
26,0.41999999999999993,,
27,-0.16000000000000014,,
28,-0.11999999999999966,,
29,-0.06000000000000005,,
30,0.46999999999999975,,
31,-0.08999999999999986,,
32,-0.56,,
33,0.18999999999999995,,
34,0.46,,
35,-0.05999999999999961,,
36,-0.5300000000000002,,
37,-1.4700000000000002,,
38,0.18000000000000016,,
39,0.92,,
40,-1.15,,
41,-0.11999999999999988,,
42,0.7699999999999998,,
43,0.6299999999999999,,
44,0.2100000000000004,,
45,0.6400000000000001,,
46,0.9499999999999992,,
47,0.3800000000000008,,
48,-1.0300000000000002,,
49,0.46999999999999975,,
