.id,UBPRE524.diff.observed,new_data,forecast
1,-0.06000000000000005,,
2,0.31000000000000005,,
3,-0.2200000000000002,,
4,-0.18999999999999995,,
5,0.2999999999999998,,
6,0.03000000000000025,,
7,-0.0900000000000003,,
8,-0.34999999999999964,,
9,0.20999999999999996,,
10,0.08000000000000007,,
11,-0.02000000000000001,,
12,-0.33000000000000007,,
13,0.25,,
14,0.04999999999999982,,
15,0.01000000000000023,,
16,-0.14000000000000012,,
17,0.23,,
18,0.00999999999999978,,
19,-0.2799999999999998,,
20,0.20000000000000015,,
21,-0.03000000000000025,,
22,0.16000000000000014,,
23,-0.18000000000000016,,
24,-0.04999999999999982,,
25,0.43999999999999995,,
26,-0.08999999999999986,,
27,0.0299999999999998,,
28,0.08000000000000007,,
29,0,,
30,0.1200000000000001,,
31,-0.3500000000000001,,
32,-0.33999999999999986,,
33,0.2899999999999996,,
34,0.3200000000000003,,
35,0.2799999999999998,,
36,-0.08000000000000007,,
37,-0.9299999999999996,,
38,0.33999999999999986,,
39,0.01000000000000023,,
40,-0.5900000000000003,,
41,0.05000000000000026,,
42,0.23,,
43,0.18999999999999995,,
44,-0.01000000000000023,,
45,0.4900000000000002,,
46,0.8300000000000001,,
47,-0.41999999999999993,,
48,-0.0900000000000003,,
49,0.30000000000000027,,
