IDRSSD,BankName,BankType,.model,Quarter,UBPRE524.diff,.fitted,.resid,.innov
12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,tslm,2022 Q4,0.09000000000000008,0.08098783452154543,0.009012165478454653,0.009012165478454652
12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,tslm,2023 Q1,0.02000000000000001,0.022387527524952225,-0.002387527524952214,-0.0023875275249522158
12311,"HUNTINGTON NATIONAL BANK, THE (12311)",LargeBank,tslm,2023 Q2,0.01,0.05570151218398646,-0.04570151218398646,-0.04570151218398646
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2010 Q1,-0.06999999999999984,0.02081772385339016,-0.09081772385339,-0.09081772385339
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2010 Q2,-0.2500000000000002,-0.09386196299548638,-0.15613803700451384,-0.15613803700451384
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2010 Q3,-0.09999999999999988,0.019252603987730918,-0.1192526039877308,-0.1192526039877308
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2010 Q4,-0.20999999999999996,-0.12535305745492667,-0.0846469425450733,-0.0846469425450733
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2011 Q1,-0.24,-0.12115068588161412,-0.11884931411838587,-0.11884931411838587
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2011 Q2,-0.26,-0.050153480340588696,-0.2098465196594113,-0.2098465196594113
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2011 Q3,0,0.07225587764201051,-0.07225587764201051,-0.07225587764201051
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2011 Q4,-0.08000000000000007,-0.06492507808475594,-0.015074921915244135,-0.01507492191524414
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2012 Q1,-0.13,-0.11770703728277046,-0.012292962717229544,-0.012292962717229544
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2012 Q2,-0.06999999999999995,0.029195128612052243,-0.0991951286120522,-0.0991951286120522
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2012 Q3,0.02999999999999991,0.04856103712106444,-0.01856103712106453,-0.01856103712106453
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2012 Q4,-0.04999999999999993,-0.039824334802721975,-0.010175665197277958,-0.010175665197277955
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2013 Q1,-0.03000000000000002,-0.11288921441678082,0.0828892144167808,0.0828892144167808
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2013 Q2,-0.06000000000000005,0.036610986784743005,-0.09661098678474306,-0.09661098678474306
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2013 Q3,0.10000000000000007,0.05918200589341048,0.040817994106589595,0.040817994106589595
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2013 Q4,0,-0.05227651090989874,0.05227651090989874,0.05227651090989874
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2014 Q1,-0.04000000000000003,-0.0976920165235994,0.05769201652359938,0.057692016523599385
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2014 Q2,-0.01,0.03524183831919308,-0.04524183831919308,-0.04524183831919308
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2014 Q3,0.05000000000000004,0.03861282269559284,0.0113871773044072,0.011387177304407203
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2014 Q4,0,-0.047750242045783056,0.047750242045783056,0.047750242045783056
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2015 Q1,-0.10000000000000007,-0.08394420260209319,-0.016055797397906885,-0.016055797397906888
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2015 Q2,0.01,0.04481177791478173,-0.034811777914781725,-0.034811777914781725
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2015 Q3,0.07000000000000006,0.044263795462060815,0.025736204537939247,0.025736204537939244
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2015 Q4,0,-0.05507366588557924,0.05507366588557924,0.05507366588557924
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2016 Q1,-0.06000000000000005,-0.04728802516709445,-0.012711974832905606,-0.012711974832905606
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2016 Q2,0.03000000000000002,0.04052291469954493,-0.01052291469954491,-0.010522914699544906
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2016 Q3,0.16000000000000003,0.05816405465858977,0.10183594534141026,0.10183594534141026
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2016 Q4,0.05999999999999994,-0.013810103672146565,0.07381010367214651,0.07381010367214651
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2017 Q1,-0.03999999999999992,-0.05972203997473109,0.019722039974731174,0.019722039974731178
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2017 Q2,-0.01,0.06042965079315941,-0.07042965079315941,-0.07042965079315941
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2017 Q3,0.11,0.02884639227344224,0.08115360772655776,0.08115360772655776
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2017 Q4,0.05000000000000004,-0.044183390549450204,0.09418339054945024,0.09418339054945024
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2018 Q1,-0.03000000000000002,-0.022178415619022944,-0.007821584380977076,-0.007821584380977074
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2018 Q2,-0.08000000000000007,-0.00858743299405225,-0.07141256700594782,-0.07141256700594782
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2018 Q3,0.1200000000000001,0.046604315872342705,0.0733956841276574,0.0733956841276574
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2018 Q4,0.01,-0.03830635950482731,0.04830635950482731,0.04830635950482731
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2019 Q1,-0.02000000000000001,-0.08683162794108185,0.06683162794108183,0.06683162794108183
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2019 Q2,-0.03000000000000002,0.017323774270465823,-0.04732377427046584,-0.04732377427046584
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2019 Q3,0.11999999999999988,0.05971721688164128,0.06028278311835861,0.06028278311835861
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2019 Q4,0.03000000000000002,-0.019719275875365087,0.04971927587536511,0.04971927587536511
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2020 Q1,-0.05000000000000004,-0.046709140066404524,-0.0032908599335955135,-0.0032908599335955135
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2020 Q2,-0.2699999999999999,-0.2977296614364599,0.027729661436459996,0.02772966143646
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2020 Q3,0,0.0702209615241403,-0.0702209615241403,-0.0702209615241403
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2020 Q4,0.06999999999999995,0.047417972886388285,0.022582027113611666,0.022582027113611663
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2021 Q1,-0.20999999999999996,-0.22289030368905177,0.012890303689051807,0.012890303689051818
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2021 Q2,-0.12,-0.061676103439641305,-0.05832389656035869,-0.05832389656035869
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2021 Q3,0.12,0.11795618401436589,0.0020438159856341065,0.002043815985634103
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2021 Q4,0.08999999999999997,0.048321012720702494,0.041678987279297475,0.041678987279297475
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2022 Q1,0.03000000000000002,0.004005278941166358,0.025994721058833662,0.025994721058833662
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2022 Q2,0.04000000000000003,0.07551937874119011,-0.03551937874119008,-0.03551937874119007
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2022 Q3,0.22000000000000008,0.16503291091932412,0.05496708908067596,0.05496708908067596
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2022 Q4,0.20999999999999996,-0.01609332886116277,0.22609332886116273,0.22609332886116273
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2023 Q1,0.02000000000000001,-0.07461443902776779,0.09461443902776781,0.09461443902776781
30810,DISCOVER BANK (30810),LargeCreditCardBank,tslm,2023 Q2,0.07999999999999985,0.044053519562364196,0.03594648043763565,0.03594648043763565
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2010 Q2,0.2299999999999995,-0.17202871082029628,0.4020287108202958,0.4020287108202958
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2010 Q3,-0.02999999999999936,-0.026691186398240217,-0.0033088136017591432,-0.0033088136017591432
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2010 Q4,-0.6100000000000003,-0.41593526121584656,-0.19406473878415376,-0.19406473878415378
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2011 Q1,1.0999999999999996,0.037708631320766406,1.0622913686792332,1.0622913686792332
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2011 Q2,-0.33999999999999986,-0.16626872680550636,-0.1737312731944935,-0.1737312731944935
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2011 Q3,-1.61,-0.11637162026678083,-1.4936283797332193,-1.4936283797332193
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2011 Q4,-1,-0.33686242929633714,-0.6631375707036629,-0.6631375707036629
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2012 Q1,-0.4999999999999998,-0.3566076363145871,-0.1433923636854127,-0.1433923636854127
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2012 Q2,-0.19000000000000017,-0.016041365754996317,-0.17395863424500385,-0.17395863424500385
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2012 Q3,0.1100000000000001,0.10603161484966735,0.003968385150332751,0.003968385150332751
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2012 Q4,0.07000000000000006,-0.03651283656954982,0.10651283656954988,0.10651283656954988
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2013 Q1,-0.07000000000000006,-0.2026014656210568,0.13260146562105674,0.13260146562105674
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2013 Q2,0.02000000000000001,-0.08897627049180676,0.10897627049180678,0.10897627049180678
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2013 Q3,-0.06000000000000005,0.05501413950485709,-0.11501413950485714,-0.11501413950485714
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2013 Q4,-0.04000000000000003,-0.01800911900733091,-0.021990880992669118,-0.021990880992669118
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2014 Q1,-0.09999999999999988,-0.2638660699878488,0.16386606998784892,0.1638660699878489
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2014 Q2,-0.14000000000000012,-0.16842923340265006,0.02842923340264994,0.028429233402649946
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2014 Q3,0.09000000000000008,0.06558757768214817,0.024412422317851915,0.02441242231785191
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2014 Q4,0.15999999999999992,-0.02700211391669488,0.1870021139166948,0.1870021139166948
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2015 Q1,0.32000000000000006,-0.17026277488309693,0.490262774883097,0.490262774883097
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2015 Q2,-0.5800000000000001,-0.17065674602522557,-0.4093432539747745,-0.4093432539747745
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2015 Q3,0.17999999999999994,0.20498436817430593,-0.024984368174305993,-0.024984368174305993
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2015 Q4,-0.11999999999999988,-0.13090193814552536,0.01090193814552548,0.010901938145525467
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2016 Q1,0.02000000000000001,-0.1438261343420542,0.16382613434205423,0.16382613434205423
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2016 Q2,-0.08000000000000007,0.020061511200046178,-0.10006151120004625,-0.10006151120004625
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2016 Q3,0.16000000000000014,0.17810802179357535,-0.018108021793575207,-0.018108021793575207
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2016 Q4,-0.17000000000000015,0.0305533521491142,-0.20055335214911435,-0.20055335214911435
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2017 Q1,0,-0.10862051072483417,0.10862051072483417,0.10862051072483417
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2017 Q2,0.40000000000000013,-0.04914426299242858,0.4491442629924287,0.4491442629924287
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2017 Q3,-0.03000000000000002,0.1830955728052735,-0.21309557280527353,-0.21309557280527353
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2017 Q4,-0.04000000000000003,-0.09669151430078404,0.056691514300784014,0.05669151430078401
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2018 Q1,-0.06000000000000005,-0.10978073189786815,0.049780731897868094,0.049780731897868094
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2018 Q2,-0.4099999999999999,-0.10143475166981569,-0.3085652483301842,-0.3085652483301842
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2018 Q3,0.19999999999999996,0.20761166322277885,-0.007611663222778897,-0.007611663222778883
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2018 Q4,-0.06000000000000005,-0.05442020851438653,-0.005579791485613522,-0.005579791485613522
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2019 Q1,-0.1499999999999999,-0.053071063881221764,-0.09692893611877815,-0.09692893611877815
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2019 Q2,0.08999999999999986,-0.10862051072483414,0.198620510724834,0.198620510724834
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2019 Q3,0.08000000000000007,0.14204088409979593,-0.06204088409979586,-0.06204088409979587
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2019 Q4,-0.07000000000000006,-0.018945324704959826,-0.051054675295040236,-0.051054675295040236
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2020 Q1,0.13000000000000012,-0.037786906094309514,0.16778690609430963,0.16778690609430963
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2020 Q2,0.03000000000000002,-0.4231124803903783,0.4531124803903783,0.4531124803903783
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2020 Q3,-0.02000000000000001,-0.15830720727804154,0.13830720727804152,0.13830720727804152
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2020 Q4,0.21999999999999997,0.1752012177432894,0.04479878225671058,0.044798782256710565
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2021 Q1,-0.43999999999999995,-0.46976236714454966,0.029762367144549717,0.029762367144549693
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2021 Q2,-0.27,-0.3237134418960583,0.053713441896058256,0.05371344189605824
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2021 Q3,0.09999999999999998,0.152016442219347,-0.05201644221934701,-0.05201644221934701
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2021 Q4,0.05999999999999994,0.07517837287862476,-0.015178372878624821,-0.015178372878624821
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2022 Q1,-0.13,0.03888514968983661,-0.16888514968983662,-0.16888514968983662
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2022 Q2,-0.08999999999999997,-0.04577350724433854,-0.04422649275566143,-0.04422649275566143
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2022 Q3,0.09999999999999998,0.28901958835811825,-0.18901958835811827,-0.18901958835811827
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2022 Q4,0.17000000000000004,0.09705500112535191,0.07294499887464813,0.07294499887464813
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2023 Q1,0.18999999999999995,0.0025903032068535503,0.1874096967931464,0.1874096967931464
75633,BMO HARRIS BANK NATIONAL ASSOCIATION (75633),LargeBank,tslm,2023 Q2,0.1100000000000001,0.05629301670048953,0.05370698329951057,0.05370698329951057
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2011 Q2,0.2699999999999998,-0.08605141031279384,0.35605141031279364,0.35605141031279364
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2011 Q3,0.28000000000000025,-0.0445167544169347,0.32451675441693495,0.32451675441693495
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2011 Q4,-0.48,-0.2280546490268074,-0.2519453509731926,-0.2519453509731926
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2012 Q1,-0.27,-0.24449067981065697,-0.025509320189343043,-0.025509320189343043
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2012 Q2,-0.07000000000000006,0.03899876153501214,-0.1089987615350122,-0.1089987615350122
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2012 Q3,0.19999999999999996,0.1406130553350246,0.05938694466497535,0.05938694466497535
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2012 Q4,-0.10999999999999988,0.021958184336318326,-0.1319581843363182,-0.1319581843363182
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2013 Q1,0.01999999999999979,-0.11629500376218171,0.1362950037621815,0.1362950037621815
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2013 Q2,0.05000000000000004,-0.021712698130281254,0.07171269813028129,0.07171269813028129
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2013 Q3,0.1100000000000001,0.09814579760981763,0.011854202390182464,0.011854202390182464
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2013 Q4,-0.20999999999999996,0.03736079172286991,-0.24736079172286987,-0.24736079172286987
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2014 Q1,-0.1100000000000001,-0.16729203420112632,0.05729203420112622,0.05729203420112621
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2014 Q2,0.07000000000000006,-0.08784982918510764,0.1578498291851077,0.1578498291851077
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2014 Q3,0.18999999999999995,0.10694719205518666,0.08305280794481329,0.08305280794481329
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2014 Q4,-0.1499999999999999,0.029874967895715726,-0.17987496789571564,-0.17987496789571564
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2015 Q1,-0.1200000000000001,-0.08937608029952929,-0.03062391970047082,-0.03062391970047082
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2015 Q2,0.09000000000000008,-0.08970402428178231,0.1797040242817824,0.1797040242817824
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2015 Q3,0.19999999999999996,0.22298193089491117,-0.022981930894911212,-0.022981930894911212
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2015 Q4,-0.15999999999999992,-0.056611879665985326,-0.1033881203340146,-0.1033881203340146
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2016 Q1,-0.03000000000000002,-0.067370059428108,0.037370059428107984,0.037370059428107984
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2016 Q2,0.19999999999999996,0.06905101656936843,0.13094898343063152,0.13094898343063152
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2016 Q3,0.16999999999999993,0.2006098961999696,-0.030609896199969677,-0.030609896199969677
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2016 Q4,0.03000000000000002,0.07778448898415499,-0.04778448898415497,-0.047784488984154966
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2017 Q1,-0.03000000000000002,-0.038064683546131815,0.008064683546131796,0.008064683546131796
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2017 Q2,0.1499999999999999,0.011443707919916224,0.1385562920800837,0.1385562920800837
112837,"CAPITAL ONE, NATIONAL ASSOCIATION (112837)",LargeBank,tslm,2017 Q3,0.18999999999999995,0.20476156409023394,-0.014761564090233992,-0.014761564090234006
