.id,UBPRE524.diff.observed,new_data,forecast
1,-0.09999999999999988,,
2,0.04999999999999982,,
3,-0.00999999999999978,,
4,-0.1200000000000001,,
5,-0.05000000000000004,,
6,0.19999999999999996,,
7,-0.07999999999999985,,
8,-0.08000000000000007,,
9,-0.08000000000000007,,
10,0.08000000000000007,,
11,0.01,,
12,-0.06000000000000005,,
13,-0.06999999999999984,,
14,0.10999999999999988,,
15,0.01,,
16,-0.08000000000000007,,
17,0,,
18,0.10000000000000007,,
19,-0.10000000000000007,,
20,-0.05999999999999983,,
21,0.04999999999999982,,
22,0.13000000000000012,,
23,0.03000000000000002,,
24,-0.07000000000000006,,
25,-0.02000000000000001,,
26,0.18999999999999995,,
27,-0.04999999999999982,,
28,-0.05000000000000004,,
29,-0.09000000000000008,,
30,0.18999999999999995,,
31,-0.02000000000000001,,
32,-0.08999999999999986,,
33,-0.07000000000000006,,
34,0.09000000000000008,,
35,-0.02000000000000001,,
36,-0.01,,
37,-0.20999999999999996,,
38,-0.14000000000000012,,
39,0.09000000000000008,,
40,-0.13,,
41,-0.18000000000000005,,
42,0.11,,
43,-0.01,,
44,0.01,,
45,-0.0199999999999999,,
46,0.15999999999999992,,
47,0.10000000000000007,,
48,0.02000000000000001,,
49,0.05999999999999983,,
