.id,UBPRE524.diff.observed,new_data,forecast
1,-0.1200000000000001,,
2,0.05000000000000004,,
3,-0.07000000000000006,,
4,-0.17999999999999994,,
5,-0.04000000000000003,,
6,0.07000000000000006,,
7,-0.04000000000000003,,
8,0,,
9,0.03000000000000002,,
10,-0.01,,
11,-0.09000000000000008,,
12,-0.07999999999999985,,
13,0.07999999999999985,,
14,0.01,,
15,-0.02000000000000001,,
16,-0.1299999999999999,,
17,0.02000000000000001,,
18,0.10999999999999988,,
19,-0.01,,
20,-0.07999999999999985,,
21,0.02000000000000001,,
22,0.11999999999999988,,
23,0,,
24,-0.10999999999999988,,
25,-0.04000000000000003,,
26,0.10999999999999988,,
27,0.01,,
28,-0.06000000000000005,,
29,-0.04999999999999982,,
30,0.1299999999999999,,
31,0.08000000000000007,,
32,-0.01,,
33,-0.02000000000000001,,
34,0.09000000000000008,,
35,-0.03000000000000002,,
36,-0.02000000000000001,,
37,-0.14000000000000012,,
38,-0.10999999999999988,,
39,0.07999999999999985,,
40,-0.06999999999999984,,
41,-0.1200000000000001,,
42,-0.00999999999999989,,
43,0.13,,
44,0.03000000000000002,,
45,-0.06000000000000005,,
46,0.07000000000000006,,
47,0.07999999999999985,,
48,0.02000000000000001,,
49,0.04000000000000003,,
