.id,UBPRE524.diff.observed,new_data,forecast
1,-0.69,,
2,0.08000000000000007,,
3,0.03000000000000002,,
4,-0.15000000000000013,,
5,-0.13,,
6,0.4300000000000001,,
7,-0.32000000000000006,,
8,-0.03999999999999992,,
9,-0.11,,
10,0.09999999999999998,,
11,-0.16000000000000003,,
12,0.15000000000000002,,
13,-0.12,,
14,0.03000000000000002,,
15,0.04999999999999993,,
16,-0.03999999999999992,,
17,-0.03000000000000002,,
18,-0.01,,
19,0.03000000000000002,,
20,0.02999999999999991,,
21,0.01,,
22,-0.01,,
23,0.30999999999999994,,
24,-0.08999999999999986,,
25,-0.06000000000000005,,
26,0.08000000000000007,,
27,0.1499999999999999,,
28,-0.1299999999999999,,
29,-0.02000000000000001,,
30,0.25,,
31,0.02000000000000001,,
32,-0.05000000000000004,,
33,-0.17999999999999994,,
34,0.25,,
35,-0.1200000000000001,,
36,-0.05000000000000004,,
37,-0.30999999999999994,,
38,0,,
39,0.17000000000000004,,
40,-0.2300000000000001,,
41,0.03000000000000002,,
42,-0.03999999999999992,,
43,0.02999999999999991,,
44,0.02000000000000001,,
45,0.11,,
46,0.06000000000000005,,
47,-0.06000000000000005,,
48,-0.01,,
49,-0.07999999999999996,,
