.id,UBPRE524.diff.observed,new_data,forecast
1,-0.18999999999999995,,
2,-0.1900000000000004,,
3,0.11000000000000032,,
4,0.27,,
5,-0.11000000000000032,,
6,-0.18999999999999995,,
7,0.16000000000000014,,
8,0.25,,
9,-0.08999999999999986,,
10,-0.10000000000000007,,
11,0.19999999999999973,,
12,0.25,,
13,-0.21999999999999975,,
14,-0.18000000000000016,,
15,-0.02000000000000001,,
16,0.31000000000000005,,
17,-0.06000000000000005,,
18,-0.18999999999999995,,
