BankType,.model,.model_spec,sigma2,log_lik,AIC,AICc,BIC,ar_roots,ma_roots
LargeCreditCardBank,manual1,"<LM w/ ARIMA(1,1,0) errors>",0.040177974728597785,12.550250965186656,-13.100501930373312,-11.274414973851574,-1.2787504490605812,,
LargeCreditCardBank,manual2,"<LM w/ ARIMA(1,1,0)(1,0,0)[4] errors>",0.035984936277348646,15.576935257369563,-17.153870514739125,-14.664981625850237,-3.361827119874272,,
LargeCreditCardBank,manual3,"<LM w/ ARIMA(1,1,0) errors>",0.046047633765129166,8.402810885052865,-6.805621770105731,-5.52902602542488,3.0458377976548796,,
LargeCreditCardBank,manual4,"<LM w/ ARIMA(1,1,0)(1,0,0)[4] errors>",0.03776038584172074,13.496259979916552,-14.992519959833103,-13.166433003311365,-3.1707684785203725,,
LargeCreditCardBank,manual5,"<LM w/ ARIMA(2,1,0) errors>",0.041266251357454535,11.707734609537688,-11.415469219075376,-9.589382262553638,0.40628226223735453,,
