BankType,.model,.model_spec,sigma2,log_lik,AIC,AICc,BIC,ar_roots,ma_roots
LargeBank,debt1,"<LM w/ ARIMA(0,1,0)(1,0,0)[4] errors>",0.010500907051932218,46.01037423586104,-86.02074847172209,-85.53095255335474,-80.10987273106572,,
LargeBank,debt2,"<LM w/ ARIMA(0,1,0)(1,0,0)[4] errors>",0.010458123446644261,46.168397390043914,-86.33679478008783,-85.84699886172048,-80.42591903943146,,
LargeBank,debt3,"<LM w/ ARIMA(0,1,0)(1,0,0)[4] errors>",0.009853087204453694,48.11444728501781,-88.22889457003562,-87.39556123670229,-80.34772691582714,,
LargeBank,debt4,"<LM w/ ARIMA(0,1,0)(1,0,0)[4] errors>",0.010044572654149316,48.131492737030506,-86.26298547406101,-84.98638972938016,-76.4115259063004,,
LargeBank,debt5,"<LM w/ ARIMA(0,1,0)(1,0,0)[4] errors>",0.010233331371131959,48.16882338290437,-84.33764676580874,-82.51155980928701,-72.51589528449601,,
