Date,PCEPI,A229RC0,B069RC1,UNRATE,CPIAUCSL,CPILFESL,DSPIC96,PCE,PCEDG,PSAVERT,RRSFS,DSPI,CSCICP03USM665S,POPTHM,CDSP,TDSP,PSAVE
2008-12-31,88.098,35400.0,250.4,7.3,211.398,216.925,12288.8,9801.5,995.0,5.8,157093.0,10826.1,96.7705145234553,305827.0,5.857518,12.808876,606.447
2009-01-31,88.108,35589.0,252.8,7.8,211.933,217.346,12361.5,9847.2,1023.0,5.9,158979.0,10891.5,96.7777248031416,306035.0,,,
2009-02-28,88.266,35285.0,254.5,8.3,212.705,217.792,12241.9,9824.5,1006.2,5.4,157766.0,10805.4,96.7516801027276,306237.0,,,
2009-03-31,88.169,35225.0,255.5,8.7,212.495,218.253,12242.7,9773.2,984.2,5.8,155179.0,10794.3,96.953663574045,306438.0,5.801164,12.704628,616.407
2009-04-30,88.295,35474.0,254.8,9.0,212.709,218.706,12320.0,9772.5,978.8,6.5,155777.0,10878.0,97.4018962864432,306645.0,,,
2009-05-31,88.387,36004.0,253.3,9.4,213.022,218.904,12500.1,9791.6,998.9,7.8,156911.0,11048.4,97.787579149978,306863.0,,,
2009-06-30,88.912,35535.0,251.0,9.5,214.79,219.112,12273.2,9852.4,1006.4,6.1,158240.0,10912.3,97.9472582801548,307090.0,5.633348,12.37661,743.161
2009-07-31,88.922,35354.0,249.7,9.5,214.726,219.263,12218.7,9886.3,1020.8,5.4,158582.0,10864.9,97.9020335546133,307322.0,,,
2009-08-31,89.18,35358.0,251.4,9.6,215.445,219.496,12194.8,10004.1,1089.1,4.4,160908.0,10875.2,97.9457328114117,307570.0,,,
2009-09-30,89.324,35490.0,255.9,9.8,215.861,219.92,12230.6,9927.8,995.4,5.5,156817.0,10924.7,98.1236146809427,307826.0,5.582103,12.251916,552.529
2009-10-31,89.663,35487.0,255.7,10.0,216.509,220.501,12193.2,9976.7,1003.6,5.1,157801.0,10932.5,98.1532617107831,308071.0,,,
2009-11-30,89.887,35642.0,252.6,9.9,217.234,220.666,12224.4,9985.7,1017.4,5.5,158527.0,10987.9,98.1672965733054,308289.0,,,
2009-12-31,89.939,35801.0,246.9,9.9,217.347,220.881,12280.2,10052.6,1021.6,5.4,159226.0,11044.5,98.3414613917709,308495.0,5.416134,11.958062,587.654
2010-01-31,90.136,35871.0,248.4,9.8,217.488,220.633,12285.8,10056.1,1006.1,5.6,159110.0,11073.7,98.502901615391,308706.0,,,
2010-02-28,90.134,35865.0,248.8,9.8,217.281,220.731,12292.0,10093.4,1005.2,5.3,159564.0,11079.0,98.5579307128384,308904.0,,,
2010-03-31,90.261,36035.0,247.8,9.9,217.353,220.783,12340.3,10156.0,1052.0,5.3,162936.0,11138.2,98.5548381981879,309095.0,5.298321,11.668216,601.846
2010-04-30,90.31,36344.0,244.4,9.9,217.403,220.822,12447.1,10182.3,1046.0,6.0,164351.0,11240.7,98.5344402178642,309289.0,,,
2010-05-31,90.339,36604.0,243.6,9.6,217.29,220.962,12540.3,10210.8,1041.7,6.4,162923.0,11328.4,98.5331720652925,309485.0,,,
2010-06-30,90.301,36576.0,245.1,9.4,217.199,221.194,12544.3,10231.3,1044.1,6.2,162838.0,11327.3,98.4382506089146,309691.0,5.130423,11.329983,702.739
2010-07-31,90.378,36610.0,242.6,9.4,217.605,221.363,12554.2,10268.1,1047.5,6.1,162966.0,11345.9,98.1541779970683,309913.0,,,
2010-08-31,90.502,36741.0,239.9,9.5,217.923,221.509,12591.4,10307.1,1053.7,6.2,163623.0,11395.1,97.9809240611783,310146.0,,,
2010-09-30,90.592,36745.0,236.9,9.5,218.275,221.711,12589.9,10327.1,1056.1,6.1,164589.0,11405.0,97.9301906926581,310385.0,5.037316,11.139013,696.731
2010-10-31,90.881,36843.0,237.0,9.4,219.035,221.83,12592.5,10386.4,1079.2,5.9,165981.0,11443.8,98.0284937127562,310612.0,,,
2010-11-30,91.062,36928.0,236.9,9.8,219.59,222.149,12605.1,10433.6,1077.5,5.8,167152.0,11478.1,98.2852784649225,310820.0,,,
2010-12-31,91.268,37210.0,236.6,9.3,220.472,222.343,12680.6,10471.0,1078.7,6.2,167455.0,11573.0,98.5356040974577,311020.0,5.034306,10.990559,684.383
2011-01-31,91.542,37475.0,232.7,9.1,221.187,222.803,12740.1,10514.3,1085.0,6.6,168085.0,11662.3,98.6436578499175,311204.0,,,
2011-02-28,91.797,37666.0,231.2,9.0,221.898,223.213,12776.6,10540.6,1083.8,6.9,168997.0,11728.2,98.5947030646434,311373.0,,,
2011-03-31,92.166,37696.0,232.2,9.0,223.046,223.454,12742.7,10619.7,1095.0,6.3,169666.0,11744.3,98.351617815951,311551.0,5.070338,10.795679,773.709
2011-04-30,92.557,37769.0,233.5,9.1,224.093,223.727,12721.3,10652.1,1090.9,6.3,169704.0,11774.2,98.2933334972716,311740.0,,,
2011-05-31,92.838,37813.0,231.9,9.0,224.806,224.175,12705.3,10672.2,1081.2,6.3,169097.0,11795.2,98.2776661247917,311935.0,,,
2011-06-30,92.819,37933.0,227.5,9.1,224.806,224.697,12756.9,10694.8,1076.6,6.5,170432.0,11840.7,97.9710590634939,312147.0,5.053158,10.709228,749.284
2011-07-31,92.977,38115.0,226.6,9.0,225.395,225.218,12805.6,10731.6,1085.7,6.7,169872.0,11906.1,97.3953646749114,312372.0,,,
2011-08-31,93.196,38159.0,228.0,9.0,226.106,225.862,12799.7,10750.3,1085.2,6.7,169691.0,11928.6,96.9039802738108,312605.0,,,
2011-09-30,93.327,38130.0,231.7,9.0,226.597,226.118,12781.7,10783.2,1101.3,6.4,171034.0,11928.6,96.8369444396327,312842.0,5.019475,10.589658,785.916
2011-10-31,93.329,38135.0,231.7,8.8,226.75,226.506,12791.9,10802.9,1114.4,6.3,171927.0,11938.4,97.0681182615494,313060.0,,,
2011-11-30,93.52,38161.0,228.9,8.6,227.169,226.899,12782.7,10806.8,1107.9,6.4,172192.0,11954.4,97.508915132313,313260.0,,,
2011-12-31,93.574,38505.0,223.4,8.5,227.223,227.405,12898.5,10817.8,1114.9,7.2,172313.0,12069.5,98.0541650180965,313454.0,5.022145,10.471242,796.225
2012-01-31,93.894,38821.0,223.6,8.3,227.842,227.877,12967.5,10896.8,1130.4,7.4,173567.0,12175.6,98.5189988501473,313636.0,,,
2012-02-29,94.104,39072.0,227.2,8.3,228.329,228.034,13029.6,10987.2,1145.9,7.3,175254.0,12261.2,98.778145927135,313811.0,,,
2012-03-31,94.284,39235.0,234.4,8.2,228.807,228.478,13066.4,10993.9,1138.0,7.6,175500.0,12319.4,98.9030295950779,313993.0,4.958773,10.2622,909.651
2012-04-30,94.408,39414.0,233.1,8.2,229.187,228.905,13116.5,11018.5,1137.4,7.9,174509.0,12382.9,98.9380277887069,314176.0,,,
2012-05-31,94.302,39333.0,229.9,8.2,228.713,229.224,13112.5,11006.8,1133.4,7.9,174501.0,12365.1,98.8818122185771,314368.0,,,
2012-06-30,94.254,39242.0,224.7,8.2,228.524,229.623,13097.2,10989.8,1129.9,7.9,173124.0,12344.6,98.6759552563404,314576.0,4.94853,10.15359,974.069
2012-07-31,94.288,38937.0,227.4,8.2,228.59,229.97,12999.8,11016.8,1134.7,7.0,173848.0,12257.1,98.6034191489406,314796.0,,,
2012-08-31,94.605,38924.0,230.4,8.1,229.918,230.233,12961.6,11056.0,1138.4,6.7,174916.0,12262.1,98.7744580743672,315031.0,,,
2012-09-30,94.893,39288.0,233.6,7.8,231.015,230.659,13053.1,11105.3,1151.9,7.2,175422.0,12386.3,99.0929313940008,315264.0,5.027311,10.21942,859.91
2012-10-31,95.174,39646.0,232.7,7.8,231.638,231.024,13142.0,11137.4,1141.2,7.8,175024.0,12507.6,99.3213155161967,315485.0,,,
2012-11-30,95.109,40116.0,230.7,7.7,231.249,231.33,13315.7,11178.4,1169.4,8.7,176116.0,12664.4,99.2343321546731,315692.0,,,
2012-12-31,95.094,41070.0,227.5,7.9,231.221,231.725,13642.7,11181.2,1180.1,10.9,176782.0,12973.2,98.8980734026882,315877.0,4.916003,9.894968,1162.472
2013-01-31,95.275,38724.0,227.7,8.0,231.679,232.229,12845.5,11252.4,1193.1,4.9,177840.0,12238.4,98.7687876340144,316038.0,,,
2013-02-28,95.614,38748.0,229.3,7.7,232.937,232.569,12813.9,11290.5,1194.2,4.7,179047.0,12251.7,98.8724893887705,316191.0,,,
2013-03-31,95.488,38792.0,233.2,7.5,232.282,232.794,12852.1,11290.1,1181.9,4.8,178281.0,12272.1,99.0404679971506,316357.0,5.186939,10.264377,590.013
2013-04-30,95.391,38855.0,232.6,7.6,231.797,232.832,12893.4,11281.1,1184.1,5.1,177682.0,12298.9,99.2540823237879,316535.0,,,
2013-05-31,95.461,39043.0,229.9,7.5,231.893,232.996,12954.2,11321.6,1189.3,5.3,178682.0,12365.9,99.5948075538802,316729.0,,,
2013-06-30,95.673,39108.0,225.0,7.5,232.445,233.35,12955.7,11344.4,1189.5,5.4,178732.0,12394.8,99.7709649986412,316934.0,5.202495,10.180452,650.812
2013-07-31,95.792,39088.0,226.4,7.3,232.9,233.88,12941.8,11372.6,1193.6,5.2,179568.0,12397.0,99.733002560701,317156.0,,,
2013-08-31,95.934,39200.0,228.9,7.2,233.456,234.336,12969.6,11406.6,1190.8,5.2,178787.0,12441.9,99.450127131543,317397.0,,,
2013-09-30,95.976,39363.0,232.4,7.2,233.544,234.7,13027.5,11445.9,1191.4,5.3,178852.0,12503.0,99.0662924239499,317635.0,5.225513,10.144262,652.167
2013-10-31,96.103,39226.0,230.7,7.2,233.669,234.921,12974.6,11498.0,1194.6,4.7,179437.0,12468.6,98.8289982176453,317864.0,,,
2013-11-30,96.246,39332.0,229.4,6.9,234.1,235.359,12998.9,11562.5,1205.3,4.5,179610.0,12510.6,98.9302082521625,318076.0,,,
2013-12-31,96.414,39437.0,228.6,6.7,234.719,235.759,13019.1,11593.2,1193.7,4.5,180186.0,12551.8,99.2361352367755,318276.0,5.269051,10.169299,569.795
2014-01-31,96.614,39679.0,232.9,6.6,235.288,235.961,13079.5,11578.8,1177.5,5.2,178101.0,12636.2,99.4102790655424,318464.0,,,
2014-02-28,96.66,39883.0,237.2,6.7,235.547,236.185,13148.0,11636.9,1208.9,5.3,180339.0,12708.5,99.4808877520318,318642.0,,,
2014-03-31,96.815,40143.0,239.9,6.7,236.028,236.625,13219.9,11722.3,1236.3,5.2,181864.0,12798.5,99.5133805876993,318827.0,5.29148,10.101298,667.866
2014-04-30,96.987,40342.0,240.5,6.2,236.468,237.072,13270.2,11762.3,1234.7,5.4,183357.0,12870.0,99.5869496131997,319020.0,,,
2014-05-31,97.147,40513.0,240.1,6.3,236.918,237.529,13312.9,11807.3,1243.5,5.6,183309.0,12932.6,99.5732261515113,319225.0,,,
2014-06-30,97.253,40675.0,238.7,6.1,237.231,237.837,13360.4,11861.7,1254.5,5.6,183571.0,12993.0,99.5466158999075,319438.0,5.312735,10.045591,715.105
2014-07-31,97.391,40783.0,240.4,6.2,237.498,238.195,13386.8,11904.4,1253.8,5.5,183623.0,13037.2,99.5383665237333,319670.0,,,
2014-08-31,97.379,40926.0,243.8,6.1,237.46,238.405,13445.9,11983.7,1264.0,5.3,185144.0,13093.2,99.6339931447124,319919.0,,,
2014-09-30,97.413,41032.0,249.1,5.9,237.477,238.786,13486.3,11991.4,1266.0,5.5,184664.0,13137.0,99.8398972437147,320166.0,5.355042,10.022488,714.945
2014-10-31,97.384,41185.0,252.1,5.7,237.43,239.191,13550.7,12064.7,1269.8,5.4,185372.0,13195.9,100.129370513184,320403.0,,,
2014-11-30,97.291,41342.0,254.3,5.8,236.983,239.458,13624.4,12083.9,1279.0,5.6,186148.0,13255.0,100.484544086597,320616.0,,,
2014-12-31,97.12,41531.0,255.8,5.6,236.252,239.584,13719.1,12096.1,1279.2,6.0,185651.0,13323.7,100.878373676355,320815.0,5.381475,9.98406,750.067
2015-01-31,96.654,41545.0,255.3,5.7,234.747,239.811,13797.7,12066.7,1280.2,6.3,185792.0,13335.7,101.143714249934,320997.0,,,
2015-02-28,96.825,41748.0,254.1,5.5,235.342,240.172,13848.0,12116.6,1283.8,6.4,185007.0,13408.1,101.146012333751,321164.0,,,
2015-03-31,97.008,41693.0,252.3,5.4,235.976,240.755,13811.3,12176.1,1309.2,5.9,187308.0,13397.8,101.049079714857,321344.0,5.419858,10.003731,828.313
2015-04-30,97.094,41797.0,255.9,5.4,236.222,241.346,13842.0,12209.1,1315.9,5.9,187492.0,13439.5,100.994126791958,321538.0,,,
2015-05-31,97.327,41943.0,260.8,5.6,237.001,241.688,13865.6,12275.4,1319.6,5.8,188314.0,13494.8,100.913434247494,321740.0,,,
2015-06-30,97.516,42022.0,267.1,5.3,237.657,242.064,13874.1,12307.9,1317.8,5.7,187938.0,13529.3,100.927579614608,321954.0,5.499435,10.035315,781.359
2015-07-31,97.605,42126.0,267.7,5.2,238.034,242.565,13905.7,12364.9,1324.7,5.6,189159.0,13572.5,100.812397770175,322186.0,,,
2015-08-31,97.612,42189.0,267.3,5.1,238.033,242.817,13935.8,12396.2,1330.9,5.6,189163.0,13602.8,100.622172698023,322427.0,,,
2015-09-30,97.477,42209.0,265.7,5.0,237.498,243.316,13972.2,12386.4,1325.1,5.8,188671.0,13619.5,100.45074314985,322670.0,5.581413,10.095941,766.046
2015-10-31,97.477,42253.0,268.9,5.0,237.733,243.768,13996.9,12394.9,1317.5,5.8,188061.0,13643.6,100.480097243963,322901.0,,,
2015-11-30,97.538,42241.0,271.9,5.1,238.017,244.241,13993.4,12423.2,1332.1,5.6,188597.0,13648.6,100.597082659285,323113.0,,,
2015-12-31,97.456,42380.0,274.8,5.0,237.761,244.547,14060.2,12452.0,1332.8,5.8,189523.0,13702.2,100.69452364585,323318.0,5.514347,10.038918,786.573
2016-01-31,97.496,42556.0,270.4,4.8,237.652,244.955,14121.1,12478.0,1329.7,6.1,188326.0,13767.2,100.70766862234,323509.0,,,
2016-02-29,97.445,42553.0,266.8,4.9,237.336,245.51,14135.3,12554.5,1353.1,5.6,190372.0,13773.8,100.670182202377,323687.0,,,
2016-03-31,97.673,42628.0,263.5,5.0,238.08,245.913,14135.4,12537.0,1333.2,5.9,189248.0,13806.0,100.630184981331,323871.0,5.508125,10.004419,808.121
2016-04-30,97.993,42654.0,267.1,5.1,238.992,246.551,14106.2,12611.5,1339.2,5.5,189313.0,13822.6,100.652332337931,324061.0,,,
2016-05-31,98.153,42666.0,271.2,4.8,239.557,247.137,14095.5,12652.7,1340.2,5.3,189518.0,13834.7,100.775193879156,324260.0,,,
2016-06-30,98.325,42740.0,275.6,4.9,240.222,247.54,14104.9,12731.2,1358.2,4.9,190972.0,13868.1,100.753055294626,324476.0,5.608293,10.105045,726.508
2016-07-31,98.342,42885.0,276.0,4.8,240.101,247.829,14160.1,12756.7,1365.6,5.1,190833.0,13924.8,100.605801564055,324697.0,,,
2016-08-31,98.479,42965.0,275.3,4.9,240.545,248.423,14176.7,12788.1,1363.4,5.1,190611.0,13960.5,100.499425068378,324924.0,,,
2016-09-30,98.666,43115.0,273.6,5.0,241.176,248.842,14209.1,12846.6,1369.9,5.1,191335.0,14019.0,100.480190439552,325155.0,5.685338,10.163226,713.29
2016-10-31,98.868,43255.0,275.1,4.9,241.741,249.142,14235.4,12867.0,1375.5,5.3,191302.0,14073.7,100.557405977329,325368.0,,,
2016-11-30,98.901,43359.0,277.6,4.7,242.026,249.481,14273.6,12893.0,1357.7,5.4,191008.0,14116.1,100.887893830392,325562.0,,,
2016-12-31,99.071,43532.0,281.0,4.7,242.637,249.92,14313.7,13005.9,1392.1,5.0,192872.0,14180.1,101.226672880557,325742.0,5.720854,10.127796,736.869
2017-01-31,99.451,43861.0,282.6,4.7,243.618,250.467,14373.7,13063.7,1384.9,5.3,194198.0,14294.2,101.375438493444,325901.0,,,
2017-02-28,99.586,44031.0,282.0,4.6,244.006,250.998,14416.8,13088.4,1390.3,5.6,193818.0,14356.4,101.363095204138,326050.0,,,
2017-03-31,99.535,44170.0,279.3,4.4,243.892,250.944,14476.3,13139.9,1380.1,5.6,193598.0,14408.5,101.332398722651,326207.0,5.715533,10.076657,788.971
2017-04-30,99.725,44332.0,281.2,4.4,244.193,251.227,14509.3,13169.2,1390.8,5.7,194074.0,14468.8,101.292643355315,326371.0,,,
2017-05-31,99.682,44599.0,285.7,4.4,244.004,251.43,14610.7,13171.9,1388.8,6.3,193229.0,14563.6,101.221173722976,326548.0,,,
2017-06-30,99.766,44634.0,292.9,4.3,244.163,251.746,14618.7,13225.2,1403.5,6.0,193943.0,14583.9,101.114942667782,326743.0,5.71544,10.038956,872.081
2017-07-31,99.803,44750.0,293.5,4.3,244.243,251.985,14660.2,13263.3,1412.6,6.0,193898.0,14630.7,101.073783424964,326939.0,,,
2017-08-31,100.027,44879.0,292.5,4.4,245.183,252.535,14678.3,13294.6,1403.5,6.1,193497.0,14681.5,101.170589889028,327140.0,,,
2017-09-30,100.4,45103.0,289.8,4.3,246.435,252.812,14706.0,13417.3,1437.3,5.9,196444.0,14764.1,101.29183268591,327342.0,5.72907,10.032426,883.02
2017-10-31,100.531,45267.0,295.5,4.2,246.626,253.526,14748.6,13447.5,1447.1,6.0,196661.0,14826.3,101.44203905023,327528.0,,,
2017-11-30,100.675,45378.0,301.6,4.2,247.284,253.816,14771.1,13540.6,1467.0,5.6,198119.0,14870.2,101.421906857751,327699.0,,,
2017-12-31,100.821,45505.0,308.1,4.1,247.805,254.344,14797.9,13666.1,1485.0,5.0,198890.0,14918.8,101.339040470292,327848.0,5.755928,10.031221,822.514
2018-01-31,101.199,45933.0,309.8,4.0,248.859,255.204,14886.6,13703.3,1478.2,5.7,197078.0,15064.6,101.368427060291,327969.0,,,
2018-02-28,101.416,46122.0,310.6,4.1,249.529,255.711,14921.1,13738.7,1490.7,5.8,197741.0,15132.0,101.528436972551,328085.0,,,
2018-03-31,101.524,46318.0,310.7,4.0,249.577,256.271,14974.8,13793.2,1481.1,5.9,197584.0,15202.6,101.627832055344,328219.0,5.737088,9.973965,880.197
2018-04-30,101.766,46509.0,312.9,4.0,250.227,256.63,15007.2,13838.4,1478.4,6.0,197542.0,15271.7,101.577857326167,328364.0,,,
2018-05-31,101.941,46724.0,316.4,3.8,250.792,257.145,15057.8,13905.0,1498.8,6.0,199602.0,15349.7,101.493489059611,328521.0,,,
2018-06-30,102.029,46931.0,321.2,4.0,251.018,257.399,15119.3,13930.4,1487.2,6.3,198786.0,15425.7,101.436543490821,328692.0,5.697756,9.921463,939.953
2018-07-31,102.137,47159.0,327.0,3.8,251.214,257.699,15184.7,13974.8,1492.6,6.5,200005.0,15508.8,101.405624766454,328863.0,,,
2018-08-31,102.208,47334.0,330.1,3.8,251.663,257.891,15238.6,14014.0,1497.0,6.6,199503.0,15574.8,101.416675592364,329040.0,,,
2018-09-30,102.418,47402.0,330.4,3.7,252.182,258.368,15237.5,14017.8,1485.2,6.8,198268.0,15605.6,101.49848833962,329216.0,5.709432,9.901602,1028.508
2018-10-31,102.595,47575.0,329.0,3.8,252.772,258.917,15274.1,14083.1,1483.9,6.7,199919.0,15670.2,101.481011047937,329379.0,,,
2018-11-30,102.63,47698.0,328.6,3.8,252.594,259.439,15315.2,14162.9,1519.6,6.5,200746.0,15717.7,101.37383371699,329527.0,,,
2018-12-31,102.701,48307.0,329.1,3.9,252.767,260.063,15506.5,14051.6,1473.3,8.4,196498.0,15925.0,101.206627506338,329659.0,5.719207,9.926322,1137.964
2019-01-31,102.714,48283.0,327.6,4.0,252.718,260.686,15501.7,14088.4,1469.7,8.2,197706.0,15922.0,101.006494132418,329766.0,,,
2019-02-28,102.862,48501.0,327.2,3.8,253.322,261.067,15553.7,14115.5,1474.2,8.5,197602.0,15998.5,101.059592394799,329862.0,,,
2019-03-31,103.056,48622.0,328.0,3.8,254.202,261.537,15568.9,14240.1,1502.0,7.9,199999.0,16044.3,101.273291249117,329977.0,5.72368,9.899201,1309.784
2019-04-30,103.371,48613.0,330.8,3.7,255.211,261.976,15524.4,14278.3,1491.9,7.7,199320.0,16047.2,101.429937570404,330103.0,,,
2019-05-31,103.426,48603.0,335.7,3.6,255.29,262.304,15519.6,14340.8,1523.8,7.3,200687.0,16050.8,101.516074113495,330240.0,,,
2019-06-30,103.469,48685.0,343.0,3.6,255.159,262.859,15546.4,14391.2,1527.4,7.1,201115.0,16085.2,101.424162718337,330393.0,5.76911,9.946223,1178.667
2019-07-31,103.608,48787.0,348.5,3.7,255.685,263.313,15565.7,14471.8,1533.6,6.8,202416.0,16126.7,101.196918871512,330553.0,,,
2019-08-31,103.661,49063.0,350.6,3.6,256.059,263.975,15654.1,14525.7,1538.5,7.0,203473.0,16226.6,100.906777391285,330729.0,,,
2019-09-30,103.754,49197.0,349.5,3.5,256.511,264.425,15691.3,14555.6,1550.7,7.2,201988.0,16279.6,100.90674135333,330904.0,5.801644,9.969795,1136.924
2019-10-31,103.961,49355.0,348.8,3.6,257.244,264.94,15718.1,14584.0,1533.2,7.3,201960.0,16339.8,101.10550517821,331066.0,,,
2019-11-30,103.997,49538.0,349.3,3.6,257.803,265.484,15778.2,14678.6,1562.6,7.1,202989.0,16407.8,101.368777010652,331213.0,,,
2019-12-31,104.282,49360.0,351.0,3.6,258.616,265.924,15684.8,14741.3,1564.7,6.4,203160.0,16355.2,101.59197330203,331345.0,5.82606,9.9723,1138.14
2020-01-31,104.458,49956.0,350.1,3.6,259.037,266.626,15852.5,14815.7,1544.0,7.2,202670.0,16557.6,101.59037999078,331443.0,,,
2020-02-29,104.551,50193.0,348.4,3.5,259.248,267.283,15918.0,14810.7,1551.2,7.7,202647.0,16640.3,101.17101969728,331525.0,,,
2020-03-31,104.238,49327.0,325.2,4.4,258.124,267.09,15696.3,13793.0,1344.1,12.5,185221.0,16358.9,100.19325773236,331642.0,5.794757,9.902349,1504.369
2020-04-30,103.796,56378.0,293.5,14.8,256.092,265.771,18020.2,12228.3,1178.7,32.0,159391.0,18700.6,99.1297928642055,331699.0,,,
2020-05-31,103.89,53561.0,275.8,13.2,255.868,265.574,17104.6,13251.4,1539.8,22.7,189860.0,17766.1,98.6399170886627,331701.0,,,
2020-06-30,104.199,53495.0,257.9,11.0,256.986,265.952,17035.0,14027.1,1684.3,18.4,205248.0,17746.5,98.591141172451,331744.0,5.165804,8.930765,4423.657
2020-07-31,104.541,54158.0,265.8,10.2,258.278,267.352,17193.2,14285.1,1745.1,17.9,207468.0,17970.3,98.6080831259591,331811.0,,,
2020-08-31,104.869,52208.0,273.2,8.4,259.411,268.469,16525.8,14428.4,1764.7,14.0,208624.0,17327.2,98.8057914075869,331885.0,,,
2020-09-30,105.048,52545.0,280.0,7.8,260.029,268.938,16607.9,14655.0,1788.1,13.2,212272.0,17443.1,99.1118607610079,331966.0,5.327486,9.192742,2654.386
2020-10-31,105.124,52425.0,265.2,6.8,260.286,269.236,16561.9,14702.5,1791.9,12.8,211216.0,17407.1,99.2575645647497,332041.0,,,
2020-11-30,105.197,51840.0,252.5,6.7,260.813,269.901,16368.1,14675.8,1787.1,12.1,208900.0,17214.9,99.2153454641571,332079.0,,,
2020-12-31,105.707,52213.0,241.5,6.7,262.035,270.267,16406.1,14801.8,1827.7,12.0,209971.0,17337.9,99.2183471199572,332062.0,5.434904,9.369741,2131.883
2021-01-31,106.145,57872.0,250.6,6.4,262.65,270.383,18107.3,15047.3,1880.0,19.3,216756.0,19213.9,99.2243088757765,332007.0,,,
2021-02-28,106.522,53261.0,259.7,6.2,263.638,270.727,16604.9,14948.2,1818.6,12.8,210489.0,17681.8,99.3610606014606,331983.0,,,
2021-03-31,107.066,65833.0,268.9,6.1,264.914,271.526,20422.6,15657.6,2074.3,26.1,232367.0,21858.1,99.719917766596,332023.0,4.844119,8.311256,3889.697
2021-04-30,107.662,56121.0,274.8,6.1,266.67,273.615,17316.6,15854.1,2100.8,12.3,232706.0,18637.1,99.9592738469144,332089.0,,,
2021-05-31,108.207,54773.0,279.2,5.8,268.444,275.654,16819.1,15890.0,2040.3,9.9,229239.0,18193.5,99.9017488546504,332161.0,,,
2021-06-30,108.755,54766.0,282.0,5.9,270.559,277.676,16736.3,16108.5,2034.1,8.7,229751.0,18195.8,99.6961195995412,332249.0,5.3602,9.12909,1888.618
2021-07-31,109.28,55337.0,280.8,5.4,271.764,278.522,16836.1,16150.8,1962.6,9.4,225340.0,18392.7,99.2375075507622,332375.0,,,
2021-08-31,109.74,55402.0,280.0,5.1,272.87,279.057,16791.7,16305.6,1972.7,8.7,226356.0,18421.5,98.6798741177496,332506.0,,,
2021-09-30,110.096,54813.0,279.7,4.7,274.028,279.755,16564.3,16398.9,1982.9,7.2,227022.0,18231.3,98.3871235026067,332610.0,5.52947,9.360903,1552.125
2021-10-31,110.808,55096.0,278.7,4.5,276.522,281.588,16547.4,16613.8,2063.9,6.6,228577.0,18331.0,98.2042593330078,332708.0,,,
2021-11-30,111.494,55263.0,276.3,4.1,278.711,283.34,16499.8,16741.6,2078.9,6.2,229352.0,18392.0,98.0451987636049,332806.0,,,
2021-12-31,112.24,55346.0,272.5,3.9,280.887,285.193,16418.5,16799.2,2067.7,6.1,226282.0,18424.3,97.9458087116702,332891.0,5.618214,9.490993,1151.639
2022-01-31,112.829,54487.0,272.8,4.0,282.599,286.792,16080.8,16888.6,2134.2,4.1,228150.0,18140.4,97.7154572301266,332933.0,,,
2022-02-28,113.496,54844.0,274.5,3.8,284.61,288.147,16092.7,16999.7,2111.6,4.1,229631.0,18261.6,97.4140848218989,332972.0,,,
2022-03-31,114.446,55068.0,277.6,3.6,287.472,289.046,16028.1,17203.6,2116.4,3.4,232040.0,18341.2,97.1812695801393,333067.0,5.78466,9.724234,703.749
2022-04-30,114.789,55264.0,283.9,3.7,288.611,290.41,16042.6,17310.5,2142.8,3.1,234190.0,18413.5,97.0182878606321,333191.0,,,
2022-05-31,115.446,55493.0,291.4,3.6,291.268,292.251,16023.2,17384.8,2110.0,3.1,231716.0,18496.7,96.6196431822341,333317.0,,,
2022-06-30,116.495,55767.0,300.2,3.6,294.728,294.017,15963.4,17550.0,2116.0,2.7,230896.0,18595.6,96.2205952345138,333451.0,5.828418,9.785051,552.414
2022-07-31,116.511,56260.0,321.2,3.5,294.628,294.925,16109.3,17556.4,2126.7,3.5,229381.0,18768.2,96.1932318735125,333599.0,,,
2022-08-31,116.89,56598.0,342.4,3.6,295.32,296.639,16161.4,17692.2,2146.3,3.2,230344.0,18890.3,96.4541037556196,333762.0,,,
2022-09-30,117.314,56859.0,363.7,3.5,296.539,298.339,16184.9,17804.0,2156.4,3.0,228706.0,18986.6,96.6686257903321,333925.0,5.834884,9.82833,612.615
2022-10-31,117.842,57227.0,380.1,3.6,297.987,299.333,16223.5,17915.1,2172.1,3.0,231001.0,19118.0,96.7809754013333,334071.0,,,
2022-11-30,118.104,57353.0,395.6,3.6,298.598,300.261,16229.6,17892.5,2111.5,3.3,227411.0,19167.8,96.8467806495822,334206.0,,,
2022-12-31,118.348,57577.0,410.1,3.5,298.99,301.46,16265.1,17943.6,2103.4,3.4,224869.0,19249.4,97.0624010957193,334326.0,5.876824,9.891317,622.428
2023-01-31,119.011,59079.0,415.0,3.4,300.536,302.702,16601.9,18229.6,2213.7,4.4,230422.0,19758.1,97.3450463683012,334433.0,,,
2023-02-28,119.386,59439.0,419.8,3.6,301.648,304.07,16656.1,18296.5,2203.6,4.7,228061.0,19885.0,97.4594293617291,334544.0,,,
2023-03-31,119.53,59754.0,424.7,3.5,301.808,305.24,16730.2,18282.6,2167.3,5.2,225863.0,19997.5,97.3488530150949,334664.0,5.770138,9.713434,948.202
