Date,PCEPI,A229RC0,B069RC1,UNRATE,CPIAUCSL,CPILFESL,DSPIC96,PCE,PCEDG,PSAVERT,RRSFS,DSPI,CSCICP03USM665S,POPTHM,CDSP,TDSP,PSAVE
1994-05-31,66.111,19882.0,117.3,6.1,147.5,155.9,7910.6,4669.5,588.9,7.5,129443.0,5229.4,100.727380365834,263014.0,,,
1994-06-30,66.272,19879.0,118.8,6.1,147.9,156.4,7898.1,4708.9,600.3,6.8,130581.0,5233.9,100.620503213177,263294.0,4.930256,10.465271,358.4
1994-07-31,66.481,19937.0,121.4,6.1,148.4,156.7,7905.0,4720.6,602.1,6.9,130555.0,5254.9,100.547565870994,263580.0,,,
1994-08-31,66.634,19984.0,122.8,6.0,149.0,157.1,7914.4,4762.6,612.0,6.4,131653.0,5273.3,100.593791068315,263871.0,,,
1994-09-30,66.708,20072.0,124.0,5.9,149.3,157.5,7949.0,4775.0,613.8,6.7,132461.0,5302.2,100.664884083743,264159.0,5.041743,10.599303,351.081
1994-10-31,66.821,20276.0,124.3,5.8,149.4,157.8,8024.4,4812.9,629.6,7.0,133582.0,5361.6,100.759476113307,264430.0,,,
1994-11-30,66.948,20294.0,125.2,5.6,149.8,158.2,8023.9,4825.6,635.1,6.9,133332.0,5371.6,100.874426176123,264681.0,,,
1994-12-31,66.991,20381.0,126.3,5.5,150.1,158.3,8060.2,4841.6,630.7,7.0,133712.0,5399.4,101.051859558242,264924.0,5.126206,10.712448,374.72
1995-01-31,67.127,20469.0,126.9,5.6,150.5,159.0,8086.0,4851.2,623.6,7.3,133936.0,5427.5,101.134389815876,265157.0,,,
1995-02-28,67.246,20529.0,129.0,5.4,150.9,159.4,8102.0,4850.8,613.0,7.7,131477.0,5447.9,101.000774274052,265383.0,,,
1995-03-31,67.37,20604.0,132.0,5.4,151.2,159.9,8124.2,4885.4,627.2,7.4,132438.0,5473.0,100.778447255235,265625.0,5.254862,10.902725,406.929
1995-04-30,67.547,20486.0,136.6,5.8,151.8,160.4,8064.0,4890.2,613.2,6.8,132432.0,5446.7,100.682072134893,265877.0,,,
1995-05-31,67.651,20705.0,139.5,5.6,152.1,160.7,8145.6,4933.1,624.8,7.0,133456.0,5510.3,100.669346466686,266134.0,,,
1995-06-30,67.717,20765.0,141.4,5.6,152.4,161.1,8169.8,4977.5,642.8,6.5,134843.0,5532.1,100.79703297072,266414.0,5.402047,11.09591,372.33
1995-07-31,67.802,20814.0,142.4,5.7,152.6,161.4,8187.8,4970.2,631.0,6.9,134286.0,5551.2,100.915016636591,266700.0,,,
1995-08-31,67.948,20849.0,143.5,5.7,152.9,161.8,8193.0,5005.3,645.3,6.6,135069.0,5566.7,100.880891863416,266998.0,,,
1995-09-30,67.995,20907.0,145.2,5.6,153.1,162.2,8219.4,5020.5,651.3,6.6,135210.0,5588.5,100.642621964621,267304.0,5.531247,11.202242,373.393
1995-10-31,68.171,20962.0,147.8,5.5,153.5,162.7,8228.4,5013.9,638.1,7.0,134317.0,5609.1,100.485109651224,267585.0,,,
1995-11-30,68.169,20999.0,149.6,5.6,153.7,163.0,8250.5,5055.6,650.6,6.4,135761.0,5624.0,100.406881550743,267829.0,,,
1995-12-31,68.3,21049.0,151.0,5.6,153.9,163.1,8261.3,5097.5,668.0,6.0,136712.0,5642.2,100.431033533451,268047.0,5.603496,11.241838,363.505
1996-01-31,68.452,21107.0,150.9,5.6,154.7,163.7,8272.1,5085.7,645.8,6.5,134906.0,5662.1,100.447408023843,268258.0,,,
1996-02-29,68.56,21285.0,151.7,5.5,155.0,164.0,8335.8,5132.8,663.2,6.6,136779.0,5714.6,100.518913122546,268480.0,,,
1996-03-31,68.767,21398.0,152.4,5.5,155.5,164.4,8362.4,5173.3,670.4,6.4,137550.0,5750.2,100.664504945265,268724.0,5.663362,11.262544,371.232
1996-04-30,68.973,21312.0,153.6,5.6,156.1,164.6,8311.8,5208.0,679.5,5.5,137525.0,5732.6,100.693262208477,268980.0,,,
1996-05-31,69.092,21597.0,154.6,5.6,156.4,165.0,8416.8,5223.8,680.1,6.5,138299.0,5815.0,100.672526458141,269247.0,,,
1996-06-30,69.091,21703.0,156.0,5.3,156.7,165.4,8467.1,5229.8,669.4,6.9,137886.0,5849.6,100.781119411979,269527.0,5.686396,11.291764,366.585
1996-07-31,69.237,21666.0,157.7,5.5,157.0,165.7,8444.0,5251.9,672.9,6.5,137791.0,5846.0,100.940594907943,269822.0,,,
1996-08-31,69.303,21715.0,159.3,5.1,157.2,166.0,8464.7,5275.0,681.7,6.4,137632.0,5865.9,101.060722133899,270130.0,,,
1996-09-30,69.499,21802.0,160.7,5.2,157.7,166.5,8483.9,5296.6,683.6,6.4,139034.0,5895.9,101.151468539017,270433.0,5.725355,11.340477,377.336
1996-10-31,69.709,21840.0,161.9,5.2,158.2,166.8,8482.7,5328.5,688.8,6.1,139735.0,5912.8,101.273687844526,270730.0,,,
1996-11-30,69.833,21915.0,162.6,5.4,158.7,167.2,8505.1,5351.2,692.2,6.2,139233.0,5939.0,101.37755840189,271002.0,,,
1996-12-31,69.914,21993.0,162.8,5.4,159.1,167.4,8533.1,5378.6,687.8,6.1,139529.0,5965.5,101.392809597407,271243.0,5.791432,11.399597,364.602
1997-01-31,70.005,22063.0,161.9,5.3,159.4,167.8,8556.4,5411.1,703.3,5.9,140201.0,5989.6,101.443519860008,271472.0,,,
1997-02-28,70.151,22150.0,162.4,5.2,159.7,168.1,8579.2,5434.0,702.0,6.0,141153.0,6018.1,101.561407058385,271703.0,,,
1997-03-31,70.225,22256.0,163.6,5.2,159.8,168.4,8619.0,5454.2,711.5,6.1,141528.0,6052.4,101.694130935632,271952.0,5.74205,11.361174,361.954
1997-04-30,70.294,22270.0,166.3,5.1,159.9,168.9,8624.5,5459.3,697.5,6.2,140472.0,6062.3,101.858864318242,272213.0,,,
1997-05-31,70.262,22335.0,168.1,4.9,159.9,169.2,8661.9,5460.2,690.2,6.5,139418.0,6085.8,102.044976857203,272482.0,,,
1997-06-30,70.352,22412.0,169.7,5.0,160.2,169.4,8689.7,5494.2,702.1,6.3,141109.0,6113.1,102.214537197699,272767.0,5.721193,11.364233,384.605
1997-07-31,70.394,22486.0,171.3,4.9,160.4,169.7,8723.1,5548.8,715.7,5.8,142583.0,6140.2,102.328646150255,273074.0,,,
1997-08-31,70.45,22595.0,172.6,4.8,160.8,169.8,8768.6,5587.0,732.6,5.7,142605.0,6177.3,102.331309363104,273395.0,,,
1997-09-30,70.62,22683.0,173.6,4.9,161.2,170.2,8791.5,5601.7,720.0,5.9,142873.0,6208.4,102.342194395343,273703.0,5.735954,11.37273,359.471
1997-10-31,70.712,22801.0,174.1,4.7,161.5,170.6,8834.8,5637.7,724.7,5.9,142313.0,6247.1,102.335298938914,273989.0,,,
1997-11-30,70.716,22928.0,175.6,4.6,161.7,170.8,8892.2,5661.1,740.8,6.1,142511.0,6288.0,102.316906417584,274249.0,,,
1997-12-31,70.701,23036.0,177.6,4.7,161.8,171.2,8944.3,5692.1,746.1,6.1,142881.0,6323.4,102.28527128556,274499.0,5.722914,11.322385,381.029
1998-01-31,70.736,23231.0,179.5,4.6,162.0,171.6,9022.9,5689.9,733.0,7.0,142955.0,6382.2,102.43785218004,274732.0,,,
1998-02-28,70.699,23351.0,181.5,4.6,162.0,171.9,9081.2,5723.8,739.4,7.0,143015.0,6420.1,102.601017541247,274943.0,,,
1998-03-31,70.71,23471.0,183.2,4.7,162.0,172.2,9134.4,5750.3,740.7,7.1,143878.0,6458.7,102.608578993234,275175.0,5.644468,11.175546,451.659
1998-04-30,70.798,23554.0,185.2,4.3,162.2,172.5,9164.1,5788.1,758.1,6.9,145491.0,6487.7,102.58712248179,275434.0,,,
1998-05-31,70.895,23662.0,186.0,4.4,162.6,172.9,9202.0,5837.9,778.3,6.6,145803.0,6523.5,102.488147783888,275700.0,,,
1998-06-30,70.835,23752.0,186.5,4.5,162.8,173.2,9254.2,5871.7,771.3,6.5,146788.0,6554.9,102.369180887035,275976.0,5.686946,11.195041,435.52
1998-07-31,71.01,23826.0,186.9,4.5,163.2,173.5,9270.0,5890.0,769.4,6.6,145472.0,6582.3,102.233092819265,276266.0,,,
1998-08-31,71.108,23908.0,186.8,4.5,163.4,174.0,9299.3,5925.0,784.9,6.5,144663.0,6612.2,102.040843690937,276566.0,,,
1998-09-30,71.067,23936.0,186.3,4.6,163.5,174.2,9325.5,5965.6,800.9,6.1,145902.0,6627.0,101.800360604704,276859.0,5.702296,11.182585,423.314
1998-10-31,71.223,23995.0,185.4,4.5,163.9,174.4,9337.5,5998.8,819.4,5.9,147986.0,6650.0,101.664366468234,277140.0,,,
1998-11-30,71.226,24069.0,184.4,4.4,164.1,174.8,9374.6,6015.4,817.9,6.0,148867.0,6676.8,101.757774199675,277402.0,,,
1998-12-31,71.298,24115.0,183.2,4.4,164.4,175.4,9391.7,6070.5,838.2,5.5,149957.0,6695.6,101.900591983357,277658.0,5.778994,11.251194,387.857
1999-01-31,71.398,24263.0,181.5,4.3,164.7,175.6,9444.1,6073.9,808.4,6.1,149889.0,6742.4,102.140050129232,277891.0,,,
1999-02-28,71.358,24313.0,182.2,4.4,164.7,175.6,9476.2,6099.2,824.1,6.0,151500.0,6761.5,102.348127421273,278095.0,,,
1999-03-31,71.412,24332.0,183.8,4.2,164.8,175.7,9484.1,6133.0,827.4,5.6,152104.0,6772.2,102.383379312927,278324.0,5.819247,11.305438,400.568
1999-04-30,71.757,24347.0,188.0,4.3,165.9,176.3,9453.0,6199.5,841.3,4.7,152186.0,6782.6,102.378567291986,278584.0,,,
1999-05-31,71.804,24380.0,190.1,4.2,166.0,176.5,9469.3,6232.1,855.4,4.4,153455.0,6798.7,102.42214604213,278859.0,,,
1999-06-30,71.826,24445.0,191.7,4.3,166.0,176.6,9501.3,6260.3,867.7,4.3,153885.0,6823.7,102.433247529904,279148.0,5.929219,11.473657,304.702
1999-07-31,72.017,24529.0,191.8,4.3,166.7,177.1,9519.0,6287.6,865.2,4.4,154443.0,6854.6,102.377758122494,279448.0,,,
1999-08-31,72.148,24650.0,192.8,4.2,167.1,177.3,9559.1,6331.9,871.9,4.3,155733.0,6895.9,102.316229797196,279752.0,,,
1999-09-30,72.407,24680.0,194.0,4.2,167.8,177.8,9546.7,6386.5,876.4,3.7,155731.0,6911.6,102.305936535977,280053.0,6.00229,11.593178,282.767
1999-10-31,72.529,24831.0,195.7,4.1,168.1,178.1,9598.7,6411.4,868.0,4.0,155751.0,6961.1,102.285364559013,280337.0,,,
1999-11-30,72.594,24992.0,197.6,4.1,168.4,178.4,9660.9,6448.7,871.2,4.1,157343.0,7012.5,102.403174151071,280594.0,,,
1999-12-31,72.763,25221.0,200.2,4.0,168.8,178.7,9735.9,6541.0,889.8,3.7,159871.0,7083.4,102.56667006045,280846.0,5.989029,11.601913,275.235
2000-01-31,72.961,25435.0,203.4,4.0,169.3,179.3,9799.9,6542.9,908.6,4.5,158325.0,7149.3,102.796093484949,281083.0,,,
2000-02-29,73.191,25594.0,205.9,4.1,170.0,179.4,9837.9,6625.3,930.7,4.0,160012.0,7199.7,102.848680452374,281299.0,,,
2000-03-31,73.505,25751.0,207.4,4.0,171.0,180.0,9864.0,6686.5,923.3,3.8,160931.0,7249.8,102.768205999776,281531.0,5.978188,11.581284,296.727
2000-04-30,73.444,25838.0,207.8,3.8,170.9,180.3,9913.7,6679.1,900.6,4.3,158599.0,7280.3,102.749779429872,281763.0,,,
2000-05-31,73.505,25945.0,209.9,4.0,171.2,180.7,9954.5,6709.7,907.0,4.3,158525.0,7316.5,102.724612106723,281996.0,,,
2000-06-30,73.754,26083.0,213.6,4.0,172.2,181.1,9982.3,6746.9,898.2,4.3,158782.0,7361.9,102.626297354095,282247.0,6.078356,11.726934,315.106
2000-07-31,73.939,26265.0,220.2,4.0,172.7,181.5,10035.9,6768.5,897.3,4.7,157863.0,7419.9,102.593015870367,282504.0,,,
2000-08-31,73.934,26402.0,224.5,4.1,172.7,181.9,10098.3,6802.8,906.4,4.8,158030.0,7465.6,102.558341284792,282769.0,,,
2000-09-30,74.252,26522.0,227.7,3.9,173.6,182.3,10110.3,6888.6,931.3,4.1,159878.0,7506.6,102.508769890775,283033.0,6.201877,11.882996,336.306
2000-10-31,74.353,26611.0,229.9,3.9,173.9,182.6,10139.2,6893.8,920.6,4.3,159245.0,7538.4,102.400369836951,283285.0,,,
2000-11-30,74.457,26637.0,231.2,3.9,174.2,183.1,10143.5,6909.8,913.4,4.3,158455.0,7552.2,102.149339823946,283523.0,,,
2000-12-31,74.571,26712.0,231.5,3.9,174.6,183.3,10164.3,6952.2,913.5,4.1,157956.0,7579.4,101.622383763695,283748.0,6.345516,12.071449,319.143
2001-01-31,74.932,26946.0,231.1,4.2,175.6,183.9,10211.7,6987.4,916.5,4.5,158789.0,7651.7,101.100186502559,283960.0,,,
2001-02-28,75.048,27000.0,231.0,4.2,176.0,184.4,10223.4,7001.8,938.9,4.6,158394.0,7672.4,100.718536252122,284166.0,,,
2001-03-31,75.055,27064.0,230.4,4.3,176.1,184.7,10254.4,6996.7,925.1,4.9,156985.0,7696.3,100.553827890663,284380.0,6.454295,12.174616,358.495
2001-04-30,75.187,27034.0,230.0,4.4,176.4,185.1,10233.1,7004.2,908.3,4.8,159188.0,7693.8,100.52080909612,284602.0,,,
2001-05-31,75.385,27034.0,229.0,4.3,177.3,185.3,10214.7,7052.8,916.0,4.3,158768.0,7700.2,100.643511562599,284834.0,,,
2001-06-30,75.518,27068.0,228.1,4.5,177.7,186.0,10218.1,7069.7,934.1,4.2,157795.0,7716.5,100.722391071955,285076.0,6.595124,12.385827,341.631
2001-07-31,75.493,27439.0,228.1,4.6,177.4,186.4,10370.7,7082.3,925.0,5.4,157556.0,7829.0,100.636516447532,285324.0,,,
2001-08-31,75.484,27866.0,226.5,4.9,177.4,186.7,10543.1,7121.7,942.5,6.5,158632.0,7958.2,100.335505281507,285584.0,,,
2001-09-30,75.227,27509.0,223.9,5.0,178.1,187.1,10452.8,7007.0,904.1,6.9,155016.0,7863.3,99.9017934804155,285842.0,6.563462,12.329243,494.442
2001-10-31,75.492,27094.0,219.4,5.3,177.6,187.4,10267.7,7212.9,1035.1,2.9,165845.0,7751.2,99.7454235761212,286086.0,,,
2001-11-30,75.441,27086.0,216.4,5.5,177.5,188.1,10279.7,7182.3,997.0,3.4,161753.0,7755.0,99.8929102002036,286315.0,,,
2001-12-31,75.363,27087.0,213.8,5.7,177.4,188.4,10298.9,7166.7,955.6,3.7,159924.0,7761.5,100.249832843309,286533.0,6.743693,12.682022,258.046
2002-01-31,75.431,27660.0,210.2,5.7,177.7,188.7,10514.7,7184.6,970.7,5.6,159543.0,7931.2,100.594979704472,286739.0,,,
2002-02-28,75.558,27732.0,207.8,5.7,178.0,189.1,10531.6,7225.2,983.2,5.4,160143.0,7957.1,100.801749481092,286935.0,,,
2002-03-31,75.763,27808.0,205.3,5.7,178.5,189.2,10539.0,7243.4,974.9,5.5,159250.0,7984.4,100.988711164685,287131.0,6.63772,12.455852,436.958
2002-04-30,76.08,27996.0,204.7,5.9,179.3,189.7,10574.2,7312.5,1001.5,5.4,161089.0,8044.6,101.041375856906,287343.0,,,
2002-05-31,76.13,28104.0,202.3,5.8,179.5,190.0,10616.5,7288.9,962.7,6.1,158747.0,8082.0,101.015362058483,287571.0,,,
2002-06-30,76.225,28200.0,200.2,5.8,179.6,190.2,10648.2,7322.5,968.0,6.1,160007.0,8116.2,100.765062411831,287808.0,6.579984,12.362242,474.767
2002-07-31,76.393,28166.0,198.6,5.8,180.0,190.5,10621.0,7387.3,1001.6,5.3,161325.0,8113.3,100.429956538044,288051.0,,,
2002-08-31,76.543,28202.0,197.3,5.7,180.5,191.1,10623.0,7412.6,1019.7,5.2,162133.0,8130.8,100.153796408274,288303.0,,,
2002-09-30,76.681,28256.0,196.1,5.7,180.8,191.3,10633.6,7391.5,983.9,5.8,159519.0,8153.5,99.9122030211478,288554.0,6.557459,12.373874,441.534
2002-10-31,76.821,28359.0,196.2,5.7,181.2,191.5,10661.8,7435.2,969.9,5.6,159810.0,8190.0,99.7298138352795,288794.0,,,
2002-11-30,76.897,28444.0,195.1,5.9,181.5,191.9,10690.9,7463.8,978.5,5.6,160597.0,8220.6,99.7448380646415,289012.0,,,
2002-12-31,76.971,28528.0,193.3,6.0,181.8,192.1,10719.9,7519.9,1009.9,5.3,161687.0,8250.8,99.7423061946528,289214.0,6.499285,12.340791,453.135
2003-01-31,77.201,28568.0,193.3,5.8,182.6,192.4,10710.4,7541.3,982.6,5.3,161691.0,8268.0,99.5639371730359,289412.0,,,
2003-02-28,77.526,28572.0,194.6,5.9,183.6,192.5,10674.0,7548.6,956.4,5.2,158588.0,8274.7,99.4057337660691,289606.0,,,
2003-03-31,77.725,28686.0,195.3,5.9,183.9,192.5,10696.5,7611.5,984.6,4.9,161134.0,8313.4,99.4888423838304,289809.0,6.482181,12.358401,425.661
2003-04-30,77.593,28766.0,195.8,6.0,183.2,192.5,10752.7,7634.5,1003.9,5.0,161354.0,8342.9,99.9226930009011,290024.0,,,
2003-05-31,77.504,28923.0,196.3,6.1,182.9,192.9,10832.0,7650.3,1005.7,5.3,162061.0,8394.8,100.350432131242,290250.0,,,
2003-06-30,77.588,29007.0,196.7,6.3,183.1,193.0,10860.6,7699.6,1013.9,5.1,163641.0,8426.0,100.506485524966,290484.0,6.446315,12.299499,430.175
2003-07-31,77.816,29417.0,195.9,6.2,183.7,193.4,10991.1,7757.0,1024.9,5.9,164805.0,8552.3,100.508773944486,290726.0,,,
2003-08-31,78.079,29694.0,196.8,6.1,184.5,193.6,11066.7,7852.1,1059.3,5.7,166834.0,8640.1,100.419398823969,290974.0,,,
2003-09-30,78.323,29423.0,197.7,6.1,185.1,193.7,10940.8,7853.7,1041.1,4.9,165280.0,8568.6,100.383984323228,291222.0,6.359652,12.144342,469.914
2003-10-31,78.333,29514.0,197.1,6.0,184.9,194.0,10982.3,7867.4,1036.2,5.0,164851.0,8602.1,100.532211817033,291463.0,,,
2003-11-30,78.432,29707.0,198.1,5.8,185.0,194.0,11048.4,7922.6,1053.5,5.0,166771.0,8664.9,100.824393764637,291677.0,,,
2003-12-31,78.605,29777.0,200.3,5.7,185.5,194.2,11057.2,7950.4,1051.5,5.0,165718.0,8690.8,101.127494465533,291868.0,6.371961,12.215487,433.82
2004-01-31,78.909,29857.0,201.7,5.7,186.3,194.6,11051.2,8007.1,1048.1,4.6,165998.0,8719.7,101.406852229325,292046.0,,,
2004-02-29,79.077,29955.0,201.0,5.6,186.7,194.9,11071.0,8040.4,1065.2,4.6,166788.0,8753.9,101.293250740874,292230.0,,,
2004-03-31,79.199,30102.0,198.8,5.8,187.1,195.5,11115.6,8098.8,1079.4,4.5,169381.0,8802.8,101.125445714968,292434.0,6.368558,12.218837,402.134
2004-04-30,79.346,30237.0,200.9,5.6,187.4,195.9,11153.3,8107.2,1062.8,4.9,167296.0,8849.0,100.954327676417,292651.0,,,
2004-05-31,79.604,30464.0,202.9,5.6,188.2,196.2,11208.9,8176.5,1091.5,4.8,169481.0,8922.0,100.875962538275,292872.0,,,
2004-06-30,79.831,30545.0,204.5,5.6,188.9,196.6,11215.8,8157.6,1043.6,5.4,166733.0,8952.9,101.013869009176,293103.0,6.307107,12.156748,447.439
2004-07-31,79.905,30615.0,205.6,5.5,189.1,196.8,11240.5,8236.9,1076.9,4.7,168455.0,8981.0,101.125282153455,293350.0,,,
2004-08-31,79.946,30698.0,207.7,5.4,189.2,196.9,11274.6,8271.6,1079.0,4.7,168592.0,9012.9,101.100584050579,293603.0,,,
2004-09-30,80.104,30745.0,210.3,5.4,189.8,197.5,11279.6,8341.5,1099.3,4.1,171006.0,9034.6,100.981718584822,293857.0,6.329715,12.272221,405.659
2004-10-31,80.448,30859.0,213.7,5.5,190.8,197.9,11282.5,8397.1,1098.6,3.9,171247.0,9075.8,100.892469232536,294104.0,,,
2004-11-30,80.758,30853.0,217.7,5.4,191.7,198.3,11246.1,8444.5,1099.9,3.4,171015.0,9081.3,100.956681357254,294337.0,,,
2004-12-31,80.801,31979.0,222.3,5.4,191.7,198.6,11659.0,8504.4,1122.6,6.2,173122.0,9419.8,101.092448075703,294561.0,6.258245,12.276606,412.97
2005-01-31,80.907,30811.0,226.1,5.3,191.6,199.0,11226.5,8497.7,1096.4,2.7,171553.0,9082.2,101.07772606705,294768.0,,,
2005-02-28,81.132,30884.0,228.3,5.4,192.4,199.4,11229.0,8559.1,1113.2,2.3,173090.0,9109.5,100.922078050824,294955.0,,,
2005-03-31,81.375,31066.0,228.8,5.2,193.1,200.1,11268.8,8598.4,1120.2,2.5,172750.0,9169.2,100.69255416436,295149.0,6.348542,12.621354,229.277
2005-04-30,81.603,31229.0,231.3,5.2,193.7,200.2,11304.2,8678.4,1142.8,2.1,173765.0,9223.7,100.504104426717,295359.0,,,
2005-05-31,81.649,31357.0,234.6,5.1,193.6,200.5,11352.7,8671.6,1116.4,2.6,172790.0,9268.6,100.572064533382,295582.0,,,
2005-06-30,81.7,31414.0,238.7,5.0,193.7,200.6,11375.5,8753.4,1154.6,2.0,177593.0,9293.1,100.822281160842,295824.0,6.298622,12.623158,206.96
2005-07-31,82.046,31553.0,240.4,5.0,194.9,200.9,11387.1,8853.8,1202.2,1.4,177822.0,9342.1,100.728731544309,296077.0,,,
2005-08-31,82.377,31703.0,241.9,4.9,196.1,201.1,11405.3,8850.1,1139.5,2.0,175067.0,9394.8,100.137337940266,296338.0,,,
2005-09-30,83.172,31868.0,243.1,5.0,198.8,201.3,11365.2,8900.4,1113.8,2.0,173016.0,9452.2,99.4185299402443,296606.0,6.226176,12.673814,167.231
2005-10-31,83.305,32069.0,242.9,5.0,199.1,202.0,11428.7,8938.5,1099.6,2.3,172826.0,9520.0,99.1852501555309,296857.0,,,
2005-11-30,83.131,32178.0,244.4,5.0,198.1,202.5,11500.1,8946.2,1116.4,2.6,175328.0,9559.6,99.5718524042255,297089.0,,,
2005-12-31,83.131,32252.0,247.3,4.9,198.1,202.8,11535.2,8981.1,1128.2,2.5,175369.0,9588.8,100.148712930788,297311.0,6.151832,12.690412,233.243
2006-01-31,83.534,32712.0,254.2,4.7,199.3,203.2,11651.8,9071.6,1167.9,3.0,179293.0,9732.7,100.409016076685,297526.0,,,
2006-02-28,83.584,32852.0,258.6,4.8,199.4,203.6,11702.8,9096.0,1143.5,3.2,177887.0,9781.2,100.360345159428,297734.0,,,
2006-03-31,83.746,33018.0,260.4,4.7,199.7,204.3,11747.5,9132.9,1151.0,3.3,178100.0,9837.6,100.228971708326,297950.0,6.138328,12.717794,309.871
2006-04-30,84.135,33138.0,258.7,4.7,200.7,204.8,11744.4,9191.6,1151.0,3.1,178088.0,9880.7,99.977412106472,298170.0,,,
2006-05-31,84.361,33180.0,258.0,4.6,201.3,205.4,11736.8,9231.8,1147.2,2.9,177200.0,9900.9,99.6954569097502,298401.0,,,
2006-06-30,84.569,33276.0,258.4,4.6,201.8,205.9,11751.9,9259.6,1149.5,2.9,177343.0,9938.1,99.6746923569365,298653.0,6.019503,12.767398,293.767
2006-07-31,84.858,33347.0,265.0,4.7,202.9,206.3,11746.9,9343.8,1168.7,2.3,176937.0,9967.9,99.7108447920243,298910.0,,,
2006-08-31,85.125,33394.0,271.2,4.7,203.8,206.8,11737.0,9342.2,1146.0,2.5,176983.0,9990.9,99.8090925051694,299178.0,,,
2006-09-30,84.902,33455.0,277.0,4.5,202.8,207.2,11800.1,9375.4,1166.9,2.4,177002.0,10018.2,100.124308218701,299452.0,5.981194,12.88765,241.897
2006-10-31,84.702,33499.0,277.3,4.4,201.9,207.6,11853.7,9393.6,1168.3,2.4,177544.0,10039.9,100.544142808813,299710.0,,,
2006-11-30,84.731,33619.0,279.8,4.5,202.0,207.8,11901.9,9400.2,1164.4,2.7,177854.0,10084.2,100.775095933349,299950.0,,,
2006-12-31,85.032,33874.0,284.3,4.4,203.1,208.1,11958.6,9488.3,1175.5,2.6,179089.0,10168.2,100.890489676635,300178.0,5.971953,12.982641,258.266
2007-01-31,85.316,33956.0,283.8,4.6,203.437,208.6,11956.6,9538.7,1183.5,2.4,178736.0,10200.4,100.922477333188,300398.0,,,
2007-02-28,85.581,34150.0,280.8,4.5,204.226,209.135,11996.0,9566.0,1175.1,2.8,178237.0,10265.8,100.699439506623,300608.0,,,
2007-03-31,85.894,34362.0,275.4,4.4,205.288,209.418,12035.1,9611.7,1178.5,3.0,178850.0,10337.0,100.427728504531,300823.0,5.963785,13.009555,279.493
2007-04-30,86.096,34468.0,286.0,4.5,205.904,209.747,12052.8,9643.6,1181.2,3.0,177844.0,10376.5,100.253763955815,301045.0,,,
2007-05-31,86.346,34562.0,294.4,4.4,206.755,210.058,12059.9,9685.8,1197.7,2.8,179408.0,10412.7,100.193470168711,301278.0,,,
2007-06-30,86.529,34587.0,300.5,4.6,207.234,210.392,12053.3,9706.8,1178.2,2.7,177651.0,10429.1,100.152807666655,301528.0,5.978429,13.049631,296.279
2007-07-31,86.661,34648.0,295.3,4.7,207.603,210.773,12066.4,9751.1,1180.7,2.6,178039.0,10456.3,100.129697448786,301790.0,,,
2007-08-31,86.72,34653.0,294.0,4.6,207.667,211.119,12070.9,9798.9,1192.4,2.2,178824.0,10467.3,99.9006073084889,302064.0,,,
2007-09-30,87.054,34809.0,296.5,4.7,208.547,211.554,12089.6,9845.1,1202.6,2.3,178794.0,10524.1,99.6455915632424,302334.0,6.01417,13.159972,249.832
2007-10-31,87.318,34859.0,296.5,4.7,209.19,212.077,12080.4,9882.7,1209.0,2.2,179401.0,10547.9,99.3512034333764,302590.0,,,
2007-11-30,87.781,34986.0,296.2,4.7,210.834,212.66,12070.1,9955.9,1197.7,1.9,179696.0,10594.8,99.0655107873195,302834.0,,,
2007-12-31,87.984,35187.0,295.5,5.0,211.445,213.168,12120.5,9972.8,1180.0,2.4,177019.0,10663.8,98.8974207852015,303062.0,6.041944,13.287803,228.09
2008-01-31,88.206,35299.0,290.9,5.0,212.174,213.771,12137.1,9996.4,1168.4,2.6,176853.0,10705.5,98.7358506312845,303280.0,,,
2008-02-29,88.382,35358.0,285.1,4.9,212.687,213.939,12141.8,9981.7,1148.4,3.0,174826.0,10731.1,98.3470023393776,303494.0,,,
2008-03-31,88.635,35447.0,277.8,5.1,213.448,214.42,12145.9,10035.3,1143.7,2.9,174630.0,10765.4,97.8782065308198,303707.0,6.025007,13.191498,300.736
2008-04-30,88.799,35355.0,274.7,5.0,213.942,214.56,12100.8,10070.3,1139.1,2.4,174146.0,10745.4,97.3497777281458,303926.0,,,
2008-05-31,89.18,37226.0,272.9,5.4,215.208,214.936,12696.2,10132.3,1143.7,6.8,174731.0,11322.5,96.9703771507869,304157.0,,,
2008-06-30,89.827,36523.0,272.5,5.6,217.463,215.424,12376.6,10187.1,1130.4,4.6,173112.0,11117.6,96.8510662956581,304396.0,5.860219,12.82457,512.392
2008-07-31,90.245,36107.0,272.1,5.8,219.016,215.965,12188.7,10185.1,1100.0,3.6,171238.0,10999.7,97.054236409902,304646.0,,,
2008-08-31,90.172,35846.0,272.2,6.1,218.69,216.393,12120.6,10175.7,1114.3,3.1,170234.0,10929.5,97.3116330046991,304903.0,,,
2008-09-30,90.247,35929.0,272.7,6.1,218.877,216.713,12149.0,10116.4,1073.2,3.9,167550.0,10964.1,97.3877076346503,305158.0,5.885958,12.880703,386.32
2008-10-31,89.651,35932.0,265.1,6.5,216.995,216.788,12240.5,10034.1,1026.6,4.9,162654.0,10973.7,97.0346670130887,305403.0,,,
2008-11-30,88.593,35788.0,257.7,6.8,213.153,216.947,12345.9,9885.2,1002.4,6.0,159205.0,10937.5,96.7779837620178,305620.0,,,
